date,station,entries,exits,fare_collected
2025-04-05,Thousand Lights,5430,5451,124123.23
2025-04-05,Teynampet,4758,4736,152698.93
2025-04-05,Saidapet,6047,6059,183903.37
2025-04-05,Guindy,9979,9460,328402.19
2025-04-05,Alandur,10983,10538,501124.81
2025-04-05,Airport,7447,8628,321041.99
2025-04-05,Egmore,8526,8959,193148.36
2025-04-05,Nehru Park,3620,3512,76834.92
2025-04-05,CMBT,10197,11048,313631.71
2025-04-05,Koyambedu,7308,7092,223850.02
2025-04-05,Arumbakkam,3964,3845,131391.92
2025-04-05,Vadapalani,7317,7432,242894.62
2025-04-05,Ashok Nagar,3428,3362,151106.85
2025-04-05,Ekkattuthangal,3564,3718,157633.48
2025-04-05,St Thomas Mount,4168,3931,183409.21
2025-04-06,Washermanpet,3204,3296,68202.64
2025-04-06,Chennai Central,16529,16023,353269.84
2025-04-06,Government Estate,2614,2553,59139.01
2025-04-06,Thousand Lights,5002,4565,114034.19
2025-04-06,Teynampet,5720,5900,181930.61
2025-04-06,Saidapet,5880,6469,190435.85
2025-04-06,Guindy,8523,8281,267740.17
2025-04-06,Alandur,10656,11145,478203.45
2025-04-06,Airport,8054,8345,339522.68
2025-04-06,Egmore,11603,11534,263579.21
2025-04-06,Nehru Park,4003,4467,88452.12
2025-04-06,CMBT,10727,10226,350806.08
2025-04-06,Koyambedu,6377,6915,207620.95
2025-04-06,Arumbakkam,3505,3617,107285.16
2025-04-06,Vadapalani,6921,8085,222232.28
2025-04-06,Ashok Nagar,4434,4569,208104.27
2025-04-06,Ekkattuthangal,3352,3357,142267.42
2025-04-06,St Thomas Mount,4051,3615,170457.77
2025-04-07,Washermanpet,5980,6113,129969.68
2025-04-07,Chennai Central,25453,26693,545477.72
2025-04-07,Government Estate,4167,4008,90591.39
2025-04-07,Thousand Lights,8221,8627,181655.98
2025-04-07,Teynampet,9687,9090,314448.01
2025-04-07,Saidapet,8628,8377,280260.38
2025-04-07,Guindy,15978,15606,504233.81
2025-04-07,Alandur,18573,17709,806136.17
2025-04-07,Airport,12160,11280,541829.47
2025-04-07,Egmore,17747,18413,386941.21
2025-04-07,Nehru Park,5969,6389,131897.56
2025-04-07,CMBT,16754,15906,545946.26
2025-04-07,Koyambedu,12424,12541,416757.29
2025-04-07,Arumbakkam,5950,6123,198212.54
2025-04-07,Vadapalani,11402,12173,377363.81
2025-04-07,Ashok Nagar,8327,8208,368971.28
2025-04-07,Ekkattuthangal,5087,5171,231495.58
2025-04-07,St Thomas Mount,7917,7545,361272.1
2025-04-08,Washermanpet,5746,6330,124185.89
2025-04-08,Chennai Central,25595,25394,563322.68
2025-04-08,Government Estate,4701,4813,99461.24
2025-04-08,Thousand Lights,7515,7170,166438.82
2025-04-08,Teynampet,8321,8301,267940.15
2025-04-08,Saidapet,10316,11036,333778.87
2025-04-08,Guindy,13147,12460,432666.7
2025-04-08,Alandur,20881,21195,926562.42
2025-04-08,Airport,13630,14104,595856.25
2025-04-08,Egmore,12922,13273,282343.51
2025-04-08,Nehru Park,7349,7371,153975.14
2025-04-08,CMBT,18610,18839,595925.43
2025-04-08,Koyambedu,10346,10349,330016.84
2025-04-08,Arumbakkam,6732,6731,207816.53
2025-04-08,Vadapalani,13022,12830,416321.14
2025-04-08,Ashok Nagar,7854,7555,350365.76
2025-04-08,Ekkattuthangal,5931,5894,270389.61
2025-04-08,St Thomas Mount,6314,6477,277210.13
2025-04-09,Washermanpet,6061,6044,136205.26
2025-04-09,Chennai Central,24168,24843,542370.09
2025-04-09,Government Estate,4130,4246,89764.11
2025-04-09,Thousand Lights,8166,8087,180937.08
2025-04-09,Teynampet,7877,7163,255523.51
2025-04-09,Saidapet,10177,10316,332703.34
2025-04-09,Guindy,12694,12922,427332.75
2025-04-09,Alandur,15483,15632,674982.86
2025-04-09,Airport,13149,12811,593523.19
2025-04-09,Egmore,15276,14560,332923.92
2025-04-09,Nehru Park,6117,6317,137543.82
2025-04-09,CMBT,16451,15550,527185.1
2025-04-09,Koyambedu,12434,13166,401145.76
2025-04-09,Arumbakkam,6199,6833,193749.89
2025-04-09,Vadapalani,11138,9984,351145.9
2025-04-09,Ashok Nagar,7092,7369,304953.15
2025-04-09,Ekkattuthangal,5284,5064,231819.99
2025-04-09,St Thomas Mount,6806,7023,297174.35
2025-04-10,Washermanpet,5185,5023,116465.38
2025-04-10,Chennai Central,25031,26798,525252.06
2025-04-10,Government Estate,3870,3567,88185.23
2025-04-10,Thousand Lights,9259,9787,199173.07
2025-04-10,Teynampet,8767,8569,289243.72
2025-04-10,Saidapet,9919,8959,315196.74
2025-04-10,Guindy,13797,13787,450735.32
2025-04-10,Alandur,14577,15289,672727.47
2025-04-10,Airport,13764,13974,603402.59
2025-04-10,Egmore,15013,15692,343308.98
2025-04-10,Nehru Park,5861,5723,131553.52
2025-04-10,CMBT,16817,15187,529808.37
2025-04-10,Koyambedu,10073,9471,306719.05
2025-04-10,Arumbakkam,6581,6368,203213.55
2025-04-10,Vadapalani,11450,11172,354232.8
2025-04-10,Ashok Nagar,8004,8215,370993.9
2025-04-10,Ekkattuthangal,4328,4349,196750.4
2025-04-10,St Thomas Mount,7089,7021,307681.44
2025-04-11,Washermanpet,5033,4903,110266.21
2025-04-11,Chennai Central,22487,24822,498118.68
2025-04-11,Government Estate,4341,4455,92841.83
2025-04-11,Thousand Lights,8650,8424,190476.68
2025-04-11,Teynampet,7804,7740,255729.18
2025-04-11,Saidapet,10741,11217,352945.34
2025-04-11,Guindy,14270,13754,455258.79
2025-04-11,Alandur,19077,21812,840230.92
2025-04-11,Airport,12978,13796,539667.03
2025-04-11,Egmore,15576,14777,337582.84
2025-04-11,Nehru Park,5811,5593,128659.79
2025-04-11,CMBT,17880,18482,579738.67
2025-04-11,Koyambedu,11911,12242,372094.67
2025-04-11,Arumbakkam,6240,6282,190747.32
2025-04-11,Vadapalani,11631,11055,359812.5
2025-04-11,Ashok Nagar,7360,7526,325579.59
2025-04-11,Ekkattuthangal,5033,5195,228036.56
2025-04-11,St Thomas Mount,6904,6649,302770.92
2025-04-12,Washermanpet,3819,3724,80042.54
2025-04-12,Chennai Central,14611,13473,323424.19
2025-04-12,Government Estate,2590,2506,56764.94
2025-04-12,Thousand Lights,5196,4803,117374.25
2025-04-12,Teynampet,5294,5606,173219.06
2025-04-12,Saidapet,5948,5599,193141.63
2025-04-12,Guindy,8251,8081,258139.29
2025-04-12,Alandur,11121,11279,494036.35
2025-04-12,Airport,8841,9222,377383.59
2025-04-12,Egmore,8413,8217,175086.66
2025-04-12,Nehru Park,4039,4161,91022.69
2025-04-12,CMBT,12513,10445,381932.4
2025-04-12,Koyambedu,7286,7419,245384.11
2025-04-12,Arumbakkam,4670,5199,151198.71
2025-04-12,Vadapalani,6564,7317,205010.44
2025-04-12,Ashok Nagar,4311,4403,180787.36
2025-04-12,Ekkattuthangal,3569,3703,162079.5
2025-04-12,St Thomas Mount,3520,3325,156075.01
2025-04-13,Washermanpet,3868,3975,86404.59
2025-04-13,Chennai Central,18174,17089,406317.57
2025-04-13,Government Estate,2128,2145,47768.64
2025-04-13,Thousand Lights,4776,4605,110791.02
2025-04-13,Teynampet,4457,4698,146654.93
2025-04-13,Saidapet,5597,5358,177306.92
2025-04-13,Guindy,8711,8847,282828.79
2025-04-13,Alandur,10576,10322,475793.92
2025-04-13,Airport,8288,8203,373486.83
2025-04-13,Egmore,9621,10048,217879.5
2025-04-13,Nehru Park,3248,3100,70519.46
2025-04-13,CMBT,10614,11746,344302.96
2025-04-13,Koyambedu,6745,6422,217508.73
2025-04-13,Arumbakkam,4244,4486,137177.83
2025-04-13,Vadapalani,6594,6711,198718.84
2025-04-13,Ashok Nagar,4465,4453,192663.91
2025-04-13,Ekkattuthangal,2701,2629,123431.76
2025-04-13,St Thomas Mount,4308,4679,185716.31
2025-04-14,Washermanpet,5830,5832,129757.89
2025-04-14,Chennai Central,21577,22097,467259.58
2025-04-14,Government Estate,4414,4638,102445.36
2025-04-14,Thousand Lights,9287,9260,199856.65
2025-04-14,Teynampet,7781,7416,252357.16
2025-04-14,Saidapet,9389,9277,286215.43
2025-04-14,Guindy,14080,13546,450835.8
2025-04-14,Alandur,18296,17315,799568.92
2025-04-14,Airport,12225,13113,533496.31
2025-04-14,Egmore,12758,12229,269896.06
2025-04-14,Nehru Park,5644,4879,119935.59
2025-04-14,CMBT,18343,18717,557019.39
2025-04-14,Koyambedu,12173,12096,392093.91
2025-04-14,Arumbakkam,7921,6970,254216.28
2025-04-14,Vadapalani,12224,12366,404402.06
2025-04-14,Ashok Nagar,6524,6405,288060.28
2025-04-14,Ekkattuthangal,4599,4597,210629.92
2025-04-14,St Thomas Mount,7237,7189,316290.74
2025-04-15,Washermanpet,4249,3962,93088.11
2025-04-15,Chennai Central,23155,22230,495122.46
2025-04-15,Government Estate,3984,3758,86766.05
2025-04-15,Thousand Lights,7171,7225,158600.61
2025-04-15,Teynampet,8085,9109,257719.67
2025-04-15,Saidapet,8856,9197,277678.56
2025-04-15,Guindy,14318,13775,468439.76
2025-04-15,Alandur,21674,19791,959993.06
2025-04-15,Airport,14114,14872,619777.25
2025-04-15,Egmore,16641,16237,364235.13
2025-04-15,Nehru Park,5094,4874,108586.47
2025-04-15,CMBT,15799,16964,479782.38
2025-04-15,Koyambedu,13778,13915,424171.49
2025-04-15,Arumbakkam,7966,8222,248220.5
2025-04-15,Vadapalani,10113,10454,332707.82
2025-04-15,Ashok Nagar,7740,7676,356099.11
2025-04-15,Ekkattuthangal,4665,4999,215332.86
2025-04-15,St Thomas Mount,6849,6537,289865.42
2025-04-16,Washermanpet,5991,6505,130843.3
2025-04-16,Chennai Central,24860,24425,531551.57
2025-04-16,Government Estate,4480,4545,97984.66
2025-04-16,Thousand Lights,9756,10249,214059.75
2025-04-16,Teynampet,8874,8485,271459.67
2025-04-16,Saidapet,11443,11000,360281.1
2025-04-16,Guindy,14540,14868,474420.92
2025-04-16,Alandur,17260,17931,732403.76
2025-04-16,Airport,13779,14874,603651.43
2025-04-16,Egmore,15944,15769,366367.12
2025-04-16,Nehru Park,5808,5962,124782.92
2025-04-16,CMBT,16148,16885,524187.74
2025-04-16,Koyambedu,11060,11030,350073.93
2025-04-16,Arumbakkam,6705,6847,218351.8
2025-04-16,Vadapalani,9070,8796,287567.27
2025-04-16,Ashok Nagar,7955,7387,364001.87
2025-04-16,Ekkattuthangal,5355,5889,240674.01
2025-04-16,St Thomas Mount,7001,7174,316010.68
2025-04-17,Washermanpet,5139,5443,111410.21
2025-04-17,Chennai Central,28129,29076,616050.92
2025-04-17,Government Estate,3504,3299,79879.31
2025-04-17,Thousand Lights,7703,8263,162897.43
2025-04-17,Teynampet,8480,8293,269279.24
2025-04-17,Saidapet,9586,9409,310601.06
2025-04-17,Guindy,17107,17521,561896.07
2025-04-17,Alandur,19311,18839,849672.57
2025-04-17,Airport,12926,12988,578305.91
2025-04-17,Egmore,15732,15214,348332.68
2025-04-17,Nehru Park,6799,7082,151712.22
2025-04-17,CMBT,19008,18086,586199.16
2025-04-17,Koyambedu,10994,11012,353511.52
2025-04-17,Arumbakkam,5906,5946,190339.14
2025-04-17,Vadapalani,10958,10902,349151.42
2025-04-17,Ashok Nagar,7513,8109,345316.66
2025-04-17,Ekkattuthangal,6086,6578,264981.84
2025-04-17,St Thomas Mount,6895,6910,287087.05
2025-04-18,Washermanpet,6282,6575,137047.06
2025-04-18,Chennai Central,23282,23232,512075.01
2025-04-18,Government Estate,4319,4606,96239.98
2025-04-18,Thousand Lights,9964,9474,229757.77
2025-04-18,Teynampet,8142,8472,267743.21
2025-04-18,Saidapet,10135,9535,327687.26
2025-04-18,Guindy,14049,13658,449768.33
2025-04-18,Alandur,19978,21376,881064.18
2025-04-18,Airport,14396,14934,624417.05
2025-04-18,Egmore,18262,17256,378615.7
2025-04-18,Nehru Park,6624,6093,150762.27
2025-04-18,CMBT,21495,20181,693927.44
2025-04-18,Koyambedu,12598,12761,391367.2
2025-04-18,Arumbakkam,6526,6520,205906.61
2025-04-18,Vadapalani,10845,11499,380234.36
2025-04-18,Ashok Nagar,7301,6754,311474.28
2025-04-18,Ekkattuthangal,5944,5448,258216.53
2025-04-18,St Thomas Mount,6749,6625,309833.23
2025-04-19,Washermanpet,3476,3553,74955.87
2025-04-19,Chennai Central,17160,17028,387448.52
2025-04-19,Government Estate,2340,2465,51835.96
2025-04-19,Thousand Lights,4905,4657,108279.32
2025-04-19,Teynampet,5178,4997,165264.31
2025-04-19,Saidapet,6775,6606,205593.79
2025-04-19,Guindy,9584,10664,307067.18
2025-04-19,Alandur,11558,12844,508271.0
2025-04-19,Airport,9792,10141,440697.04
2025-04-19,Egmore,9817,10070,216311.75
2025-04-19,Nehru Park,3484,3766,75969.68
2025-04-19,CMBT,10489,10256,328503.57
2025-04-19,Koyambedu,7120,7460,217992.0
2025-04-19,Arumbakkam,4061,4158,135880.09
2025-04-19,Vadapalani,6586,7028,210606.92
2025-04-19,Ashok Nagar,4750,4570,214752.62
2025-04-19,Ekkattuthangal,2825,2808,120265.13
2025-04-19,St Thomas Mount,4192,4093,182677.77
2025-04-20,Washermanpet,3250,3497,72423.79
2025-04-20,Chennai Central,14939,15698,338607.83
2025-04-20,Government Estate,2389,2414,51995.09
2025-04-20,Thousand Lights,4692,4735,99850.04
2025-04-20,Teynampet,5149,5160,168285.89
2025-04-20,Saidapet,6817,6584,212512.39
2025-04-20,Guindy,9142,9039,288307.38
2025-04-20,Alandur,11095,10681,489395.04
2025-04-20,Airport,7871,7827,336626.47
2025-04-20,Egmore,9371,9592,209571.71
2025-04-20,Nehru Park,3699,3376,79118.84
2025-04-20,CMBT,11694,12314,380310.83
2025-04-20,Koyambedu,7736,6558,252378.82
2025-04-20,Arumbakkam,3772,3830,121384.62
2025-04-20,Vadapalani,7458,7500,232645.27
2025-04-20,Ashok Nagar,4680,4379,191111.23
2025-04-20,Ekkattuthangal,3321,2949,145650.95
2025-04-20,St Thomas Mount,4360,4367,196213.25
2025-04-21,Washermanpet,4829,4978,110015.06
2025-04-21,Chennai Central,27565,27682,637775.98
2025-04-21,Government Estate,3781,3553,84449.35
2025-04-21,Thousand Lights,7848,8110,175191.78
2025-04-21,Teynampet,8113,8772,264598.17
2025-04-21,Saidapet,10096,10165,328495.61
2025-04-21,Guindy,15217,15562,502401.37
2025-04-21,Alandur,19901,19630,863762.59
2025-04-21,Airport,11393,11016,486616.56
2025-04-21,Egmore,16673,16323,374250.0
2025-04-21,Nehru Park,6892,6884,148628.62
2025-04-21,CMBT,15953,17360,524330.46
2025-04-21,Koyambedu,13012,12612,426629.53
2025-04-21,Arumbakkam,6345,6494,202697.87
2025-04-21,Vadapalani,10970,10984,347948.45
2025-04-21,Ashok Nagar,9292,10238,430033.93
2025-04-21,Ekkattuthangal,5287,5181,229641.04
2025-04-21,St Thomas Mount,7143,7204,323623.94
2025-04-22,Washermanpet,5281,5200,121954.68
2025-04-22,Chennai Central,26843,26508,604698.97
2025-04-22,Government Estate,4162,4373,91344.17
2025-04-22,Thousand Lights,8270,7863,168466.59
2025-04-22,Teynampet,7856,8150,242440.97
2025-04-22,Saidapet,8939,8483,279053.35
2025-04-22,Guindy,14255,13557,483452.45
2025-04-22,Alandur,19074,20438,812644.02
2025-04-22,Airport,13126,12801,531656.59
2025-04-22,Egmore,17353,18593,390390.34
2025-04-22,Nehru Park,6187,6021,134231.17
2025-04-22,CMBT,18321,19475,561673.59
2025-04-22,Koyambedu,11033,11808,345358.07
2025-04-22,Arumbakkam,6125,6373,187507.15
2025-04-22,Vadapalani,10852,10845,341037.12
2025-04-22,Ashok Nagar,7496,7071,318009.62
2025-04-22,Ekkattuthangal,6244,6372,275051.84
2025-04-22,St Thomas Mount,7034,6990,326304.93
2025-04-23,Washermanpet,5861,5521,124371.32
2025-04-23,Chennai Central,23798,24275,515498.26
2025-04-23,Government Estate,4109,4256,87819.62
2025-04-23,Thousand Lights,7653,7310,183129.77
2025-04-23,Teynampet,8086,7898,259506.24
2025-04-23,Saidapet,10169,10692,324541.28
2025-04-23,Guindy,14089,13852,458872.94
2025-04-23,Alandur,18866,19701,814959.01
2025-04-23,Airport,10370,10124,471130.11
2025-04-23,Egmore,16991,16943,360023.4
2025-04-23,Nehru Park,6361,6121,141240.14
2025-04-23,CMBT,16799,17012,552736.48
2025-04-23,Koyambedu,9506,9644,306157.58
2025-04-23,Arumbakkam,7047,6555,218701.62
2025-04-23,Vadapalani,8689,9002,281881.77
2025-04-23,Ashok Nagar,8795,9191,370424.68
2025-04-23,Ekkattuthangal,5362,5468,218122.14
2025-04-23,St Thomas Mount,8049,8055,354628.21
2025-04-24,Washermanpet,4783,4559,107727.04
2025-04-24,Chennai Central,21823,20664,499199.73
2025-04-24,Government Estate,3879,3841,86599.23
2025-04-24,Thousand Lights,9114,8683,204668.83
2025-04-24,Teynampet,8827,9019,277942.78
2025-04-24,Saidapet,10519,11243,319922.65
2025-04-24,Guindy,13706,14264,446574.17
2025-04-24,Alandur,20134,19059,835649.46
2025-04-24,Airport,14293,15107,638503.99
2025-04-24,Egmore,13485,13952,295651.78
2025-04-24,Nehru Park,6683,7070,153892.96
2025-04-24,CMBT,18229,19250,564473.89
2025-04-24,Koyambedu,10882,10170,370873.79
2025-04-24,Arumbakkam,5936,5695,184294.34
2025-04-24,Vadapalani,11123,11174,353077.74
2025-04-24,Ashok Nagar,8475,8220,380456.75
2025-04-24,Ekkattuthangal,5470,5601,246324.12
2025-04-24,St Thomas Mount,6868,6658,312948.14
2025-04-25,Washermanpet,5670,5768,123970.52
2025-04-25,Chennai Central,23645,24462,511088.81
2025-04-25,Government Estate,3672,3919,79757.68
2025-04-25,Thousand Lights,8735,8875,193710.71
2025-04-25,Teynampet,7642,7208,233912.14
2025-04-25,Saidapet,11016,11145,345795.1
2025-04-25,Guindy,13154,13949,436427.02
2025-04-25,Alandur,20142,20219,847907.71
2025-04-25,Airport,11104,10798,515117.21
2025-04-25,Egmore,10990,11120,248897.37
2025-04-25,Nehru Park,6822,7275,151840.13
2025-04-25,CMBT,19954,20495,668328.17
2025-04-25,Koyambedu,11027,10246,346007.24
2025-04-25,Arumbakkam,6829,6373,218219.3
2025-04-25,Vadapalani,9787,9459,289860.66
2025-04-25,Ashok Nagar,8890,9136,396206.99
2025-04-25,Ekkattuthangal,5762,5526,257655.04
2025-04-25,St Thomas Mount,7640,7520,346054.6
2025-04-26,Washermanpet,3271,3205,74360.95
2025-04-26,Chennai Central,13145,13134,276893.59
2025-04-26,Government Estate,2708,2787,58503.05
2025-04-26,Thousand Lights,4468,4646,103999.54
2025-04-26,Teynampet,4617,4597,154194.56
2025-04-26,Saidapet,5991,5382,186781.35
2025-04-26,Guindy,8106,7666,259207.95
2025-04-26,Alandur,11535,10804,539941.24
2025-04-26,Airport,7309,7942,325077.88
2025-04-26,Egmore,11222,11261,251264.1
2025-04-26,Nehru Park,4351,4343,96659.17
2025-04-26,CMBT,10641,10364,357009.76
2025-04-26,Koyambedu,6724,7022,211205.12
2025-04-26,Arumbakkam,4670,4689,151661.85
2025-04-26,Vadapalani,6955,7099,221595.56
2025-04-26,Ashok Nagar,5206,5555,235518.88
2025-04-26,Ekkattuthangal,3272,3431,156220.83
2025-04-26,St Thomas Mount,4089,3969,171356.75
2025-04-27,Washermanpet,3764,3771,81334.6
2025-04-27,Chennai Central,13682,14615,316704.36
2025-04-27,Government Estate,2269,2314,51047.85
2025-04-27,Thousand Lights,5024,5034,111507.63
2025-04-27,Teynampet,4878,4642,159094.94
2025-04-27,Saidapet,5330,5347,170123.68
2025-04-27,Guindy,9674,10281,281826.17
2025-04-27,Alandur,12416,12229,535450.3
2025-04-27,Airport,7398,8088,306262.64
2025-04-27,Egmore,9772,10488,219121.16
2025-04-27,Nehru Park,3681,3730,83021.56
2025-04-27,CMBT,13077,11731,396367.5
2025-04-27,Koyambedu,7034,7106,222520.88
2025-04-27,Arumbakkam,3605,3608,113984.61
2025-04-27,Vadapalani,6179,6483,196522.23
2025-04-27,Ashok Nagar,4037,3977,178703.43
2025-04-27,Ekkattuthangal,3145,3077,134491.64
2025-04-27,St Thomas Mount,4529,4656,196806.11
2025-04-28,Washermanpet,5927,5958,138705.56
2025-04-28,Chennai Central,26596,26498,580385.01
2025-04-28,Government Estate,4152,4152,93734.74
2025-04-28,Thousand Lights,8666,8061,194961.78
2025-04-28,Teynampet,8247,7940,259971.57
2025-04-28,Saidapet,10250,11165,327292.19
2025-04-28,Guindy,13941,14082,448648.05
2025-04-28,Alandur,23122,22305,1047661.37
2025-04-28,Airport,13786,13377,583478.69
2025-04-28,Egmore,13514,11608,284198.3
2025-04-28,Nehru Park,6922,6713,150595.96
2025-04-28,CMBT,17331,17117,577528.4
2025-04-28,Koyambedu,10566,10777,341312.13
2025-04-28,Arumbakkam,5657,5557,182868.98
2025-04-28,Vadapalani,12416,11647,426154.06
2025-04-28,Ashok Nagar,8381,9181,371817.03
2025-04-28,Ekkattuthangal,4618,4907,208731.51
2025-04-28,St Thomas Mount,7265,7329,307697.43
2025-04-29,Washermanpet,6187,6525,132120.44
2025-04-29,Chennai Central,26866,27195,590908.5
2025-04-29,Government Estate,4142,4462,96896.79
2025-04-29,Thousand Lights,8178,7712,182361.61
2025-04-29,Teynampet,8187,8152,272234.73
2025-04-29,Saidapet,8354,8829,270294.86
2025-04-29,Guindy,15108,15120,511769.4
2025-04-29,Alandur,19296,19460,851073.84
2025-04-29,Airport,12516,12398,569458.57
2025-04-29,Egmore,16182,16373,353800.18
2025-04-29,Nehru Park,5768,5512,118311.0
2025-04-29,CMBT,15709,14428,487379.11
2025-04-29,Koyambedu,10139,11046,317972.23
2025-04-29,Arumbakkam,6623,6380,216577.93
2025-04-29,Vadapalani,10392,10802,314191.03
2025-04-29,Ashok Nagar,7781,7474,346853.89
2025-04-29,Ekkattuthangal,5457,5325,242866.49
2025-04-29,St Thomas Mount,7732,7805,335026.14
2025-04-30,Washermanpet,5213,5438,118211.09
2025-04-30,Chennai Central,25947,24262,575561.74
2025-04-30,Government Estate,3139,3301,68181.9
2025-04-30,Thousand Lights,7302,7074,155064.89
2025-04-30,Teynampet,7701,7684,263115.09
2025-04-30,Saidapet,8983,9096,269384.04
2025-04-30,Guindy,15581,14692,499751.79
2025-04-30,Alandur,19198,20143,861645.69
2025-04-30,Airport,12386,12915,562031.76
2025-04-30,Egmore,16737,16566,367528.93
2025-04-30,Nehru Park,5852,6147,130438.53
2025-04-30,CMBT,18780,18237,582990.86
2025-04-30,Koyambedu,11846,10969,378969.69
2025-04-30,Arumbakkam,5495,5320,181797.65
2025-04-30,Vadapalani,11081,11583,358061.32
2025-04-30,Ashok Nagar,8114,8256,347596.35
2025-04-30,Ekkattuthangal,5196,4947,229860.52
2025-04-30,St Thomas Mount,6905,6738,299422.94
2025-05-01,Washermanpet,5679,5896,121732.57
2025-05-01,Chennai Central,28285,28973,641676.19
2025-05-01,Government Estate,4070,4391,89457.32
2025-05-01,Thousand Lights,8784,8391,194341.48
2025-05-01,Teynampet,7937,7529,247246.9
2025-05-01,Saidapet,8310,8090,277570.4
2025-05-01,Guindy,14981,13928,469467.8
2025-05-01,Alandur,16590,16554,759824.25
2025-05-01,Airport,13117,13542,584356.61
2025-05-01,Egmore,12493,13454,271430.51
2025-05-01,Nehru Park,6051,5865,132074.07
2025-05-01,CMBT,14884,15617,490526.02
2025-05-01,Koyambedu,11606,12040,362556.74
2025-05-01,Arumbakkam,6780,6590,218090.64
2025-05-01,Vadapalani,10430,11691,326264.38
2025-05-01,Ashok Nagar,7074,7287,306934.03
2025-05-01,Ekkattuthangal,4238,4047,189611.42
2025-05-01,St Thomas Mount,6800,7255,299933.21
2025-05-02,Washermanpet,5148,4924,107018.02
2025-05-02,Chennai Central,24638,22098,543915.68
2025-05-02,Government Estate,4047,4322,88863.36
2025-05-02,Thousand Lights,8339,8323,178126.23
2025-05-02,Teynampet,8234,8599,264710.21
2025-05-02,Saidapet,9257,9094,311413.39
2025-05-02,Guindy,15790,15747,526704.99
2025-05-02,Alandur,19502,19821,832683.81
2025-05-02,Airport,13551,13213,602041.35
2025-05-02,Egmore,15683,14590,346691.79
2025-05-02,Nehru Park,6675,6413,141799.7
2025-05-02,CMBT,17224,17568,547278.85
2025-05-02,Koyambedu,13109,13278,414609.16
2025-05-02,Arumbakkam,7066,6834,238821.94
2025-05-02,Vadapalani,9276,8403,308069.65
2025-05-02,Ashok Nagar,7633,7034,351100.06
2025-05-02,Ekkattuthangal,5192,5347,226671.5
2025-05-02,St Thomas Mount,6972,6476,311168.28
2025-05-03,Washermanpet,3362,3275,70853.9
2025-05-03,Chennai Central,17150,16755,351686.63
2025-05-03,Government Estate,2709,2746,57859.12
2025-05-03,Thousand Lights,5985,5960,129240.36
2025-05-03,Teynampet,4430,4316,136970.25
2025-05-03,Saidapet,5860,6233,188644.82
2025-05-03,Guindy,9076,9401,295421.59
2025-05-03,Alandur,11036,10553,492752.87
2025-05-03,Airport,8294,8302,357913.96
2025-05-03,Egmore,10766,10728,239934.43
2025-05-03,Nehru Park,3395,3253,73411.9
2025-05-03,CMBT,10395,9622,333437.5
2025-05-03,Koyambedu,7041,7139,218253.66
2025-05-03,Arumbakkam,4619,4657,148121.45
2025-05-03,Vadapalani,5764,5446,180362.17
2025-05-03,Ashok Nagar,5108,5111,235885.35
2025-05-03,Ekkattuthangal,3314,3169,154495.25
2025-05-03,St Thomas Mount,4102,4040,178305.96
2025-05-04,Washermanpet,3560,3422,81927.7
2025-05-04,Chennai Central,15213,15535,335517.19
2025-05-04,Government Estate,2918,2887,60324.65
2025-05-04,Thousand Lights,5577,5290,125337.9
2025-05-04,Teynampet,5181,5427,166745.56
2025-05-04,Saidapet,5751,5475,184143.52
2025-05-04,Guindy,9231,9566,300430.75
2025-05-04,Alandur,10733,11487,443614.08
2025-05-04,Airport,6662,6706,282944.49
2025-05-04,Egmore,8909,9418,203710.03
2025-05-04,Nehru Park,3709,3556,80193.9
2025-05-04,CMBT,10409,10189,329926.49
2025-05-04,Koyambedu,7203,7293,225919.27
2025-05-04,Arumbakkam,4306,4622,136546.58
2025-05-04,Vadapalani,6134,6593,210532.98
2025-05-04,Ashok Nagar,4661,4908,219912.57
2025-05-04,Ekkattuthangal,3025,3078,135718.48
2025-05-04,St Thomas Mount,3832,3554,171522.02
2025-05-05,Washermanpet,5769,5767,121479.51
2025-05-05,Chennai Central,25454,23511,571820.78
2025-05-05,Government Estate,3487,3415,77153.72
2025-05-05,Thousand Lights,8773,8851,186403.62
2025-05-05,Teynampet,8590,7637,275614.94
2025-05-05,Saidapet,9537,9626,290631.21
2025-05-05,Guindy,14908,14029,484892.07
2025-05-05,Alandur,18163,17628,772129.36
2025-05-05,Airport,13267,12615,556330.68
2025-05-05,Egmore,15612,16293,329782.17
2025-05-05,Nehru Park,6945,7035,151725.24
2025-05-05,CMBT,15184,13650,452091.55
2025-05-05,Koyambedu,11558,11220,380804.16
2025-05-05,Arumbakkam,6713,6975,221311.14
2025-05-05,Vadapalani,11560,12067,352627.44
2025-05-05,Ashok Nagar,6737,7253,291565.42
2025-05-05,Ekkattuthangal,5606,5512,243718.42
2025-05-05,St Thomas Mount,8170,8123,361090.0
2025-05-06,Washermanpet,5525,5725,125390.67
2025-05-06,Chennai Central,21507,22313,467969.59
2025-05-06,Government Estate,4411,4029,99698.08
2025-05-06,Thousand Lights,7525,7074,155343.02
2025-05-06,Teynampet,7451,7230,236040.2
2025-05-06,Saidapet,10975,11372,333632.29
2025-05-06,Guindy,13171,13624,404129.19
2025-05-06,Alandur,19533,18269,878703.25
2025-05-06,Airport,13329,14617,600911.07
2025-05-06,Egmore,14298,13878,319359.41
